id,name,domain,Location,LocationEmployees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Employees (Current)
283267193,Connect Earth,connect.earth,"London, United Kingdom",,-11.11,Seed,5100000.0,Venista Ventures,Michał Trefler (Founder Associate): https://linkedin.com/in/micha%C5%82-trefler-150a991a3,True,24.0
a6a7ae43-d03c-4776-88f5-bb6498bdc5b5,connectder,https://www.connectder.com/,Philadelphia,,,,,,,False,
d3214b8c-516c-4a84-ae78-0e870ca5e5e6,connected energy,https://www.connectedenergy.com/,UK,,,,,,,False,
e255dba1-d11b-4b0a-b9ec-8d09101699d5,connecterra,https://www.connecterra.io/,Amsterdam,,,,,,,False,
278677787,Conry Tech,conrytech.com,"Melbourne, Australia",,,,,,,False,
bc3872a8-75c1-4924-b61b-827b12e4bb38,conservation labs,,"Pittsburgh, Pennsylvania",,,,,,,False,
5c1ca4b3-8d3f-440e-a4f9-042b1a41e9dd,conservation resources,https://www.conservationresources.com/,"Exeter, NH",,,,,,,False,
0b945427-4855-486f-84fc-f4bfda6c53d3,constellation energy,https://constellation.com/,"Baltimore, U.S.",,,,,,,False,
279598616,ConstellR,constellr.space,"Freiburg, Germany",,,Seed,10000000.0,EIT Food,Christian Williges (Co-Founder ConstellR): https://linkedin.com/in/christian-williges,True,25.0
a9162b9e-782b-404a-8b6b-8c69d851cc2a,contextual ai,,"Palo Alto, CA",,,,,,,False,
c2c5607b-91ef-45c2-bc04-31d2347fa8fc,continue ai,,New York,,,,,,,False,
dbccb0d2-b166-4fe2-8dea-31011d4e07a6,continuum ag,,"Washington, IA",,,,,,,False,
a452d19c-2fd1-4526-9945-0274bbe4780e,continuum green energy,,"Mumbai, India",,,,,,,False,
221928943,Controlled Thermal Resources US,cthermal.com,"Imperial, CA",,,,,,,False,
136351379,Cooks Venture,cooksventure.com,New York,,,,,,,False,
289949832,Coolset,coolset.com,"Amsterdam, Netherlands",,13.64,Seed,1500000.0,Horizon,David Sigley (Co-founder & CTO): https://linkedin.com/in/david-sigley-4a202353,True,25.0
293272032,COPELAND,copeland.com,"St. Louis, Missouri",,2.65,,3500000000.0,Blackstone,Ross B. Shuster (Chief Executive Officer): https://linkedin.com/in/ross-b-shuster-5b029230,True,3176.0
6a00f78e-1ee6-4151-bae0-928ce0e25f53,copenhagen infrastructure partners,,"Copenhagen, Denmark",,,,,,,False,
0f25e0e6-63fd-486a-8f21-d0c80c64f4cd,coperniq,,San Francisco,,,,,,,False,
2173786,Copper Labs,copperlabs.com,"Prescott, Arizona",,-40.0,Series C,2000000.0,Blue Bear Capital,Jeffrey Mathews (Founder / CTO): https://linkedin.com/in/jeffrey-mathews,True,9.0
223161881,Copperstone Technologies,copperstonetech.com,Canada,,,,,,,False,
163304867,Coral Vita,coralvita.co,"Freeport, Bahamas",,,,,,,False,
1670814,Coralogix,coralogix.com,"San Francisco, California",,23.39,Series E,115000000.0,others,Yoni Farin (CTO & Co-founder): https://linkedin.com/in/yoni-farin-97806874,True,422.0
117402df-04df-4e9f-a233-b770e7bb449b,core-power,,"London, UK",,,,,,,False,
263225806,CorePower Magnetics,corepowermagnetics.com,"Pittsburgh, Pennsylvania",,25.0,Other,20000000.0,Advanced Research Projects Agency-Energy,Michael G. Anness (Co-Founder): https://linkedin.com/in/mike-anness,True,15.0
381cf1ca-a287-4d4c-bd6a-baf7a4a21d34,coreshell,,"San Leandro, California",,,,,,,False,
290715331,Coreshell Technologies,coreshell.com,"San Leandro, California",,0.0,Series A,24000000.0,Entrada Ventures,Jonathan Tan (CEO + Co Founder): https://linkedin.com/in/jonathan-tan-89b82653,True,34.0
2b212da2-1dc0-4b9e-8023-05d10028b454,corestack,,"Bellevue, WA",,,,,,,False,
1558339,Corinex,corinex.com,"Vancouver, Canada",,-4.84,Other,30000000.0,Energy Growth Momentum,Peter Sobotka (CEO and Founder): https://linkedin.com/in/peter-sobotka-8a44754,True,59.0
223158888,Cornish Lithium,cornishlithium.com,"Penryn, United Kingdom",,,,,,,False,
1707556,CorPower Ocean,corpowerocean.com,Stockholm,,,,,,,False,
283683490,Correntics,correntics.com,"Zürich, Switzerland",,42.86,Other,1625315.0,Venture Kick,Gaudenz Halter (Co-Founder): https://linkedin.com/in/gaudenz-halter-99428a93,True,10.0
290648518,Cosmic Aerospace,cosmicaerospace.com,"Centennial, CO",,,,,,,False,
1368d5ed-3234-437b-8b6e-58d03c3e01e8,cosmic robotics,,"San Francisco, CA",,,,,,,False,
a93ba15c-ba88-4d7c-8e95-a49228849389,cosmos innovation,,"Singapore City, Singapore",,,,,,,False,
282091236,Cotierra,cotierra.com,"Zürich, Switzerland",,,,,,,False,
32112edf-418f-4e7e-b848-5b195bf76fdd,countable,https://www.countable.us/,"San Francisco, CA",,,,,,,False,
157665858,Covetool,cove.tools,"Atlanta, Georgia",,10.0,Series B,29999981.0,Urban Us,Daniel Chopson (Co-Founder): https://linkedin.com/in/daniel-chopson,True,143.0
e4f5b268-06a4-4741-89cc-36302f14f405,covercress,https://covercress.com/,"St. Louis, Missouri",,,,,,,False,
e0ce2141-71fc-4bde-8043-1f266932de99,cowboy clean fuels,https://www.cowboycleanfuels.com/,"Denver, CO",,,,,,,False,
263080510,COZERO,cozero.io,"Berlin, Germany",,27.66,Series A,6500000.0,Kvanted,Helen Tacke (Founder & MD): https://linkedin.com/in/helen-tacke-b44452115,True,60.0
e8b916e9-6002-4995-adac-9134516739ec,creandum,https://creandum.com/,"Stockholm, Sweden",,,,,,,False,
291459343,クレアトゥラ株式会社,creattura.com,Tokyo,,,,,,,False,
57c70b59-9ddd-43d6-8d29-9d43dcc37b1b,crehana,,"Mexico City, Mexico",,,,,,,False,
59147a63-0d17-4c4c-be8a-4cd281a46cd2,crew carbon,,Brooklyn,,,,,,,False,
201779729,Cribl,cribl.io,"San Francisco, California",,14.38,Series E,319000000.0,GIC,Esabel M. (Executive Business Partner to Chief Market Officer): https://linkedin.com/in/esabelm,True,867.0
338111e7-b978-4c32-9608-279471512269,critical venture partners,,"New York, New York",,,,,,,False,
01ef200d-0f5a-4e39-9029-e3b023665561,crobio,https://crobio.com/,"Macclesfield, U.K.",,,,,,,False,
6f6ceb81-31b0-437d-8374-6f6bfe459a7e,crop biome,https://cropbiome.com/,Ireland,,,,,,,False,
84842041,Crop Enhancement,crop-enhancement.com,"Cambridge, Massachusetts",,,,,,,False,
263536827,Crop.Zone,crop.zone,"Aachen, Germany",,,,,,,False,
b6c7f43f-f048-48c5-a2d5-e8b16011623b,cropx,https://www.cropx.com/,"Netanya, Israel",,,,,,,False,
98bb3923-172a-47a4-a07c-77c01b651d8b,crosstown h2r,,"Stuttgart, Germany",,,,,,,False,
f6becae3-09ee-42e8-b2c7-2e49d0fcd292,crstl,,"San Francisco, CA",,,,,,,False,
293598230,Crusoe,crusoe.ai,"Denver, Colorado",,61.87,Series D,600000000.0,Long Journey Ventures,,True,416.0
223159426,Crusoe Energy Systems,crusoeenergy.com,Denver,,11.0,Series C,350000000.0,KCK Group,Cully Cavness (President and Co-Founder): https://linkedin.com/in/ccavness,True,238.0
223159426,Crusoe Energy Systems,crusoeenergy.com,"Denver, CO",,11.0,Series C,350000000.0,KCK Group,Cully Cavness (President and Co-Founder): https://linkedin.com/in/ccavness,True,238.0
288138979,Crux,cruxdata.com,"New York, New York",,-6.25,Series B,50000000.0,Goldman Sachs Asset Management,William Freiberg (Chief Executive Officer): https://linkedin.com/in/william-freiberg-02034850,True,90.0
204069145,Crux OCM,cruxocm.com,"Calgary, Canada",,16.67,Series A,17000000.0,Raven Indigenous Capital Partners,"Vicki Knott, P.Eng (CEO and Co-Founder): https://linkedin.com/in/vicki-knott-p-eng-00b0ab27",True,42.0
136307457,Cruz Foam,cruzfoam.com,"Santa Cruz, CA",,,,,,,False,
53f254ea-d98c-4b97-9057-baa294f91b81,ctc conductors,,"Irvine, CA",,,,,,,False,
224850086,CTC Global,ctcglobal.com,"Irvine, California",,2.6,Other,,Greenbelt Capital Partners,,True,197.0
293411939,Sightline Climate (CTVC),sightlineclimate.com,"Scarsdale, New York",,37.5,Seed,5500000.0,Red Sea Ventures,Kimberly Zou (Co-founder): https://linkedin.com/in/kimberly-zou-a6081b110,True,44.0
401046c6-10a2-4c09-b45b-8efea6782268,cube dev,, ,,,,,,,False,
1812641,Cuberg,cuberg.net,"San Leandro, California",,-70.5,Seed,,,Mauro Pasta (Co-Founder): https://linkedin.com/in/mauropasta,True,59.0
282712850,CubicPV,cubicpv.com,"Bedford, MA",,,,,,,False,
284964298,Cultimate Foods,cultimatefoods.com,"Berlin, Germany",,,,,,,False,
291727756,Cultivated Biosciences,cultivatedbio.com,"Wädenswil, Switzerland",,,,,,,False,
262531022,Cultivo,cultivo.land,"Pleasanton, California",,1.67,Series A,14000000.0,MassMutual Ventures,"Manuel Pinuela,  PhD (Co-Founder & CEO): https://linkedin.com/in/manuel-pinuela",True,61.0
136317361,Cumul.io,cumul.io,"Leuven, Belgium",,5.0,Series A,10000000.0,Hi Inov-Dentressangle,Haroen Vermylen (Founder): https://linkedin.com/in/haroen-vermylen-2930a241,True,60.0
de570df3-c167-416a-afa5-ffa2531f7af9,cumulus digital systems,,"Massachusetts, USA",,,,,,,False,
255140006,CurbWaste,mycurbside.com,"New York, New York",,0.0,,309825.0,,Michael Marmo (Founder and President): https://linkedin.com/in/michael-marmo-62b13416,True,1.0
284938597,CURRENT FOODS,currentfoods.com,"San Francisco, CA",,,,,,,False,
283469757,Currents,currents.market,"Portland, Oregon",,12.5,,,,Anthony Garbarino (Founder & CEO): https://linkedin.com/in/anthony-garbarino-0b4339b3,True,9.0
297919429,curvepoint capital,curvepointcapital.com,"Los Angeles, U.S.",,0.0,,,,,True,2.0
8fdab9c4-dd01-4aff-a617-4df95118b485,cuspai,https://cuspai.com/,"Cambridge, England",,,,,,,False,
f1b447e0-1d88-4c82-a8e6-fb13614e7021,cyberfortress,,"San Antonio, TX",,,,,,,False,
223829704,Cybord,cybord.ai,"Tel Aviv-Yafo, Israel",,21.43,Series A,8700000.0,Ocean Azul Partners,David Almagor (Executive Chairman): https://linkedin.com/in/david-almagor,True,34.0
132105072,CybSafe,cybsafe.com,"London, UK",,-22.89,Series B,28000000.0,IQ Capital,Sean Lumley (COO and Founder): https://linkedin.com/in/sean-lumley,True,64.0
7470126a-1d6a-4357-98c4-32405ab359ae,cycle capital management,,Montreal,,,,,,,False,
286542239,Cyclic Materials,cyclicmaterials.earth,"Kingston, Canada",,51.43,Series B,2000000.0,Microsoft,"Ahmad Ghahreman (CEO, President and co-founder): https://linkedin.com/in/ahmad-ghahreman-41506b10",True,53.0
287881040,CYCLIZE,cyclize.de,"Stuttgart, Germany",,,,,,,False,
133415585,Cycloid,cycloid.io,"Paris, France",,33.33,Series A,5000000.0,Five French Angel Investors,Julien Bille (Co-founder): https://linkedin.com/in/julien-bille-96110018,True,24.0
2d123a0e-59d9-4cc9-ab05-3bd15c12d8d7,cycode,,Tel-Aviv,,,,,,,False,
286968064,cylib,cylib.de,"Aachen, Germany",,38.46,Series A,55000000.0,NRW.Venture,Gideon Schwich (Co-Founder & COO): https://linkedin.com/in/gideon-schwich,True,72.0
223154435,CYNGN,cyngn.com,"Palo Alto, California",,-8.24,Public Markets,80000000.0,Twitter Ventures,"Biao(Leo) Ma (Co-founder, VP of Engineering): https://linkedin.com/in/biao-leo-ma-52672739",True,78.0
137592426,DABBEL - Automation Intelligence GmbH,dabbel.eu,"Düsseldorf, Germany",,-45.45,Seed,4400000.0,main incubator,Alejandro Soler Fenoll (Co-Founder): https://linkedin.com/in/alejandro-soler-fenoll-4a73b868,True,6.0
224087181,Daedalus,daedalus.de,"Karlsruhe, Germany",,21.95,Series A,21000000.0,NGP Capital,Jonas Schneider (Founder): https://linkedin.com/in/jonas-schneider,True,50.0
8444caed-645b-457f-8924-11f9cd027392,dalan animal health,https://dalananimalhealth.com/,"Athens, GA",,,,,,,False,
f92cd040-1747-4306-b3ec-400695a5f4a9,damon motors,https://www.damonmotors.com/,Canada,,,,,,,False,
263275684,Dance,dance.co,"Berlin, Germany",,-1.23,Series A,12000000.0,Bjarke Ingels,Victoria AB (Dance company founder): https://linkedin.com/in/victoria-ab-99452a269,True,161.0
161112927,Dandelion Energy,dandelionenergy.com,"Mount Kisco, New York",,-10.08,Series C,40000000.0,New Enterprise Associates (NEA),Callum bolt (Chief Executive Officer): https://linkedin.com/in/callum-bolt-a3a35b207,True,107.0
ce300a4e-6956-41a2-a310-b6dfce4829d3,danimer scientific,,,,,,,,,False,
293459610,Daphne Technology,daphnetech.com,"Saint-Sulpice, Switzerland",,9.0,Other,6000000.0,Venturelab,Juan Mario Michan (CEO & Founder): https://linkedin.com/in/juan-mario-michan,True,60.0
67862977-938c-497a-92cd-4470d012c60d,daphni,https://www.daphni.com/,"Paris, France",,,,,,,False,
31c7a279-ac8c-45cf-ae48-35234000cbb2,daqus energy,,"Woburn, Massachusetts",,,,,,,False,
f8b9b55c-041c-44e7-9fdb-a2a03b25e024,daring foods,,"Los Angeles, California",,,,,,,False,
4dcade9c-56f2-430f-9daa-ad329885c1eb,dash systems,,"Los Angeles, CA",,,,,,,False,
c90d8990-9080-431e-9951-e5f97892278e,dat bike,,Vietnam,,,,,,,False,
927befd5-a370-4b15-a133-b4f83c2135e9,databand,,"New York, NY",,,,,,,False,
834c69af-9d30-4169-ba22-2f482510dd7c,databutton,,"Oslo, Norway",,,,,,,False,
279336185,DataCebo,datacebo.com,"Boston, Mass.",,,,,,,False,
262880658,Datafold,datafold.com,"San Francisco, CA",,,,,,,False,
278678391,DataForm Lab,dataformlab.com,"London, United Kingdom",,16.67,Seed,1100000.0,Marathon Venture Capital,Eva Magnisali (Founder): https://linkedin.com/in/eva-magnisali-06a21a74,True,7.0
c1e90d47-a18b-4c1a-ba46-086381227c5c,dataloop,,"Tel Aviv, Israel",,,,,,,False,
132900203,Datamaran,datamaran.com,"London, United Kingdom",,11.2,Series C,33000000.0,Morgan Stanley Expansion Capital,Marjella Lecourt-Alma (CEO & Co-Founder): https://linkedin.com/in/marjella-lecourt-alma-9486594,True,139.0
150791096,Datanomix,datanomix.io,"Nashua, New Hampshire",,-4.55,Other,12000000.0,CEAS Investments,,True,42.0
1797115,Datasembly,datasembly.com,"Washington, District of Columbia",,-18.6,Series B,16000000.0,Grotech Ventures,Daniel Gallagher (Co-Founder and CTO): https://linkedin.com/in/daniel-gallagher-a23b343a,True,70.0
222284074,Datia,datia.app,"Stockholm, Sweden",,-10.53,Seed,3400000.0,Zenloop’s founder Paul Schwarzenholz,Juan Manuel Serruya (Co-Founder & CEO): https://linkedin.com/in/juan-manuel-serruya-2a55aa10,True,17.0
086c0e99-6cbc-4697-9f69-ddb551b5ff18,datos health,,"Tel Aviv, Israel",,,,,,,False,
159738337,Daupler,daupler.com,"Overland Park, Kansas",,20.51,Series B,15000000.0,Angel Investors,,True,47.0
433ba6d9-6bb3-4d35-8fb6-dd24b2f4c415,david energy,https://www.david.energy/,"Brooklyn, NY",,,,,,,False,
292037597,Dayrize,dayrize.io,"Amsterdam, Netherlands",,-26.67,,4000000.0,Gresham House Ventures’ Thomas Makey,Bart Nollen (Co-Founder | Strategy): https://linkedin.com/in/bart-nollen-a07395,True,22.0
220243694,Daystar Power,daystar-power.com,Nigeria,,,,,,,False,
284101160,DC Connected,dc-connected.de,"Nersingen, Germany",,-4.55,Seed,2100000.0,Bloomhaus Ventures,Willian Servigna (CTO & Co-Founder): https://linkedin.com/in/wservigna,True,21.0
f1121afd-720a-4c38-b0ed-c978e50d8c92,dcbel,,"Monteral, CA",,,,,,,False,
9131740c-26c3-473b-a0e5-ed73f3c438cd,dclimate,https://www.dclimate.net/,New York,,,,,,,False,
4b2dd790-4ce4-4aa1-858d-0436fe16d35e,dcvc,https://www.dcvc.com/,Palo Alto,,,,,,,False,
291800763,De Novo Foodlabs,denovofoodlabs.com,"Raleigh, NC",,,,,,,False,
fb4c20a8-4927-4e54-89ea-28285a6916f4,decade energy,,"Paris, France",,,,,,,False,
8286d743-e3c5-46fc-80af-a71a0a7cd834,decarbonization partners,https://decarbonizationpartners.com/,U.S.,,,,,,,False,
285070448,Decarbonization Plus Acquisition,dcrbplus.com,,,,,,,,False,
293015142,DeCarice,decarice.com.au,"Sydney, Australia",,,,,,,False,
2d20cf4e-c54d-44e8-984d-cc4e4530ba84,decentral energy managers,,"Johannesburg, South Africa",,,,,,,False,
300246962,Decharge Network,decharge.network,"Hyderabad, India",,,,,,,False,
28a3ad7d-cd9b-490a-bdd4-6d4382b90756,decibel bio,,Boston,,,,,,,False,
290961410,Deep Fission,deepfission.com,"Berkeley, CA",,,,,,,False,
290610126,Deep Sky,deepskyclimate.com,"Montreal, Canada",,37.93,Series A,75000000.0,Business Development Bank of Canada,Damien Steel (Chief Executive Officer): https://linkedin.com/in/damien-steel-a959965,True,40.0
293e18af-cfe6-4f31-8583-3398af1939d6,deepcell,https://www.deepcell.com/,"Mountain View, CA",,,,,,,False,
34af926e-d531-4708-86a4-11378491176f,deepchecks,,"Tel Aviv, Israel",,,,,,,False,
9dfca06b-823e-471b-aa55-22c217d000c6,deepdrive,https://www.deepdrive.com/,"Garching bei München, Germany",,,,,,,False,
19e7bccd-82f0-428b-b14d-6409b43290da,deepgreen metals,,Canada,,,,,,,False,
36460344,Deepki,deepki.com,"Paris, France",,1.09,Series C,150000000.0,Highland Europe,Vincent BRYANT (Cofounder & CEO): https://linkedin.com/in/vincentbryant1,True,370.0
235745106,DeepSee,deepsee.ai,"Salt Lake City, UT",,,,,,,False,
f6d74844-8dbf-4ca8-ae58-2a931139dcaa,degree analytics,https://www.degreeanalytics.com/,"Austin, TX",,,,,,,False,
018cd4fa-aaa9-4e5f-9953-44f0047083ac,dehaat,,"New Delhi, India",,,,,,,False,
62f4b67c-b86d-45c7-a7f2-d695eb318b3c,delft imp,,Netherlands,,,,,,,False,
159740584,Deliverect,deliverect.com,"Ghent, Belgium",,,,,,,False,
136324078,Delos Insurance Solutions,getdelos.com,"San Francisco, California",,22.22,Series A,9000000.0,angel investors,Shanna McIntyre (Co-Founder and Chief Data Officer): https://linkedin.com/in/shannamcintyre,True,22.0
297205414,Delta Green,deltagreen.cz,"Prague, Czechia",,20.0,,2200000.0,Tilia Impact Ventures,,True,30.0
289110226,Deltia,deltia.ai,"Berlin, Germany",,3.85,Seed,4800000.0,Cavalry Ventures,Dr. Silviu Homoceanu (Founder & CTO): https://linkedin.com/in/dr-silviu-homoceanu-893b7a5,True,27.0
ac70e2f9-ab4b-4ee5-86b3-c025c8a8572c,deluxe recycling,,India,,,,,,,False,
cf4ec5f1-6b62-41e7-a1df-86abd12e2e36,demex,,"Washington, D.C.",,,,,,,False,
122502925,Dendra Systems,dendra.io,"Canterbury, United Kingdom",,-10.53,Series B,15700000.0,Aramco Ventures,,True,85.0
50001df7-24b2-4da7-b7b5-25d5c1132ddd,denexus,https://www.denexus.io/,Boston,,,,,,,False,
b0097789-26b7-4e3c-838c-0ca57bc76a2b,depoly,,"Zurich, Switzerland",,,,,,,False,
1777583,Descartes Labs,descarteslabs.com,"Santa Fe, New Mexico",,-58.93,Series B,20000000.0,March Capital Partners,,True,23.0
220362534,Descartes Underwriting,descartesunderwriting.com,"Paris, France",,5.24,Series B,120000000.0,Serena,Sebastien Piguet (Co-founder and Head of Underwriting): https://linkedin.com/in/s%C3%A9bastien-piguet-31293627,True,201.0
285898291,Descycle,descycle.com,"London, U.K.",,,,,,,False,
cf93ad2a-b32f-45f1-99c7-978d888157b5,destinus,,Switzerland,,,,,,,False,
ee81927a-5531-465b-8961-eb1cdb7a280b,detrapel,https://detrapel.com/,"Boston, Mass.",,,,,,,False,
290349004,Deus Robotics,deusrobotics.com,"Kiev, Ukraine",,22.73,Seed,1500000.0,SMRK VC,,True,27.0
294296996,DevEngine,devengine.dev,"New York, New York",,12.5,,20000000.0,Spring Lane Capital,,True,9.0
8aea11e2-5624-47e3-833e-410b604661f9,devtron,https://devtron.ai/,"Gurugram, India",,,,,,,False,
223633753,DexMat,dexmat.com,"Houston, Texas",,-5.56,Seed,3000000.0,Climate Avengers,Dmitri Tsentalovich (Chief Executive Officer): https://linkedin.com/in/dtsentalovich,True,17.0
04ff6704-9623-4815-a2b0-79c89b347a7a,dharaksha ecosolutions,https://dharakshaecosolutions.com/,"New Delhi, India",,,,,,,False,
299985742,Differential Bio,differential.bio,"Munich, Germany",,,,,,,False,
a1718e3e-3fb9-4d7f-8442-21e965eaf689,digestiva,https://digestiva.com/,"Davis, CA",,,,,,,False,
cc8d3746-5d84-48d5-aa87-bc941c9e5e20,dimension energy,https://dimensionenergy.com/,Atlanta,,,,,,,False,
279315511,Dioxycle,dioxycle.com,"Paris, France",,,,,,,False,
301852223,DirectH2,directh2.com,"Houston, Texas",,,,,,,False,
262671633,Discord,discord.com,"San Francisco, California",,-0.22,Other,,AIkido Pharma Inc,,True,1815.0
78855410,Dishcraft Robotics,dishcraft.com,"San Carlos, CA",,,,,,,False,
f56b05ad-59f9-464c-91ae-63826a21dcbd,dispersa,,"Laval, Canada",,,,,,,False,
0b9310f1-3365-47c4-880e-9f8487e4ef2f,divigas,,Singapore,,,,,,,False,
224026597,Divirod,divirod.com,"Valmont, Colorado",,-16.67,Other,3600000.0,TDK Ventures Inc.,"Adam Wilson (Founder, Head of Product): https://linkedin.com/in/eulersbestfriend",True,20.0
afb21de2-bf2f-4bb6-8abe-a45fadf652f3,dna script,https://www.dnascript.com/,"Paris, France",,,,,,,False,
652ced4c-2d38-43cb-a075-632a5339ceca,do good foods,,"Bedminister, New Jersey",,,,,,,False,
223145188,Doconomy,doconomy.com,"Stockholm, Sweden",,-22.37,Series B,34000000.0,PostFinance,Rasmus Keger (Creative Director & Co-Founder FARM): https://linkedin.com/in/keger,True,59.0
daf4243e-2c85-4c41-8d89-541a4c52403f,domatic,,"San Francisco, U.S.",,,,,,,False,
203b1c61-5ad3-4fb0-8fae-b7f6d49a1085,domna,https://www.domna.com/,London,,,,,,,False,
286682703,DOPS Recycling Technologies B.V.,dops-rt.com,"Alkmaar, Netherlands",,,,,,,False,
213998971,dott,ridedott.com,"Amsterdam, Netherlands",,-2.92,Series B,70000000.0,various angel investors,,True,299.0
281818961,Downforce Technologies,downforce.tech,"Oxford, United Kingdom",,3.33,Other,4200000.0,Dragonfly Enviro Capital,Ida Kubiszewski (Chief Executive Officer): https://linkedin.com/in/idakub,True,31.0
8c3c543d-ec53-4521-87fa-6e606df693c2,doxel,https://www.doxel.ai/,"Redwood City, CA",,,,,,,False,
952a82e2-96bd-4e3b-80a0-c35c48a8b357,dreamfarm,https://www.dreamfarm.com/,"Parma, Italy",,,,,,,False,
